,error_euler,error_cdc_ensemble,cum_error_euler,cum_error_cdc_ensemble,target_prediction_date,prediction_made_date,euler_prediction_value,cdc_prediction_value,ground_truth_incidence
0,601.6684031406039,3441.0,601.6684031406039,3441.0,2020-08-29,2020-08-02,6494.668403140604,9334.0,5893
1,1209.691388568197,3138.0,1811.359791708801,6579.0,2020-09-05,2020-08-09,6646.691388568197,8575.0,5437
2,1775.0523979829231,2985.0,3586.412189691724,9564.0,2020-09-12,2020-08-16,6497.052397982923,7707.0,4722
3,814.7186293787654,868.0,4401.130819070489,10432.0,2020-09-19,2020-08-23,5931.718629378765,5985.0,5117
4,563.8030222510188,246.0,4964.933841321508,10678.0,2020-09-26,2020-08-30,5681.803022251019,4872.0,5118
5,527.3196714394999,14.0,5492.253512761008,10692.0,2020-10-03,2020-09-06,5145.3196714395,4604.0,4618
6,52.14375114039194,1444.0,5544.3972639014,12136.0,2020-10-10,2020-09-13,4769.143751140392,3273.0,4717
7,104.39168812418575,1397.0,5648.788952025586,13533.0,2020-10-17,2020-09-20,4677.608311875814,3385.0,4782
8,513.915777979133,997.0,6162.704730004719,14530.0,2020-10-24,2020-09-27,4857.084222020867,4374.0,5371
9,1113.6124103396141,1256.0,7276.317140344333,15786.0,2020-10-31,2020-10-04,4451.387589660386,4309.0,5565
10,2076.206381249878,1794.0,9352.523521594212,17580.0,2020-11-07,2020-10-11,4693.793618750122,4976.0,6770
11,2572.5509535402016,2391.0,11925.074475134414,19971.0,2020-11-14,2020-10-18,4822.449046459798,5004.0,7395
12,4775.096985628315,4637.0,16700.17146076273,24608.0,2020-11-21,2020-10-25,5318.903014371685,5457.0,10094
13,4290.402100282815,2333.0,20990.573561045545,26941.0,2020-11-28,2020-11-01,5484.597899717185,7442.0,9775
14,7883.151836346231,6131.0,28873.725397391776,33072.0,2020-12-05,2020-11-08,6781.848163653769,8534.0,14665
15,8749.503050588344,5048.0,37623.22844798012,38120.0,2020-12-12,2020-11-15,7473.496949411657,11175.0,16223
16,6664.549456187644,17150.0,44287.77790416776,55270.0,2020-12-19,2020-11-22,10850.450543812356,34665.0,17515
17,5686.335724357188,4475.0,49974.113628524945,59745.0,2020-12-26,2020-11-29,9127.664275642812,10339.0,14814
18,1998.831110805897,9016.0,51972.944739330844,68761.0,2021-01-02,2020-12-06,15547.168889194103,26562.0,17546
19,4666.72387004033,496.862000000001,56639.668609371176,69257.862,2021-01-09,2020-12-13,16314.27612995967,20484.138,20981
20,3948.4401147692697,3180.8189999999995,60588.108724140446,72438.681,2021-01-16,2020-12-20,17475.55988523073,18243.181,21424
21,6816.122147634476,6987.0285,67404.23087177493,79425.7095,2021-01-23,2020-12-27,13061.877852365524,12890.9715,19878
22,3322.969420283731,651.3369999999995,70727.20029205865,80077.0465,2021-01-30,2021-01-03,16906.03057971627,19577.663,20229
23,2087.042104794571,3807.0,72814.24239685322,83884.0465,2021-02-06,2021-01-10,21609.04210479457,23329.0,19522
24,4711.200355839152,7173.0,77525.44275269238,91057.0465,2021-02-13,2021-01-17,21005.20035583915,23467.0,16294
25,7958.597268015932,4490.0,85484.04002070831,95547.0465,2021-02-20,2021-01-24,20072.597268015932,16604.0,12114
26,6893.11296350323,2657.0,92377.15298421154,98204.0465,2021-02-27,2021-01-31,19740.11296350323,15504.0,12847
27,7281.372886424688,5725.0,99658.52587063622,103929.0465,2021-03-06,2021-02-07,18320.372886424688,16764.0,11039
28,6661.9427292942655,17139.0,106320.4685999305,121068.0465,2021-03-13,2021-02-14,14724.942729294266,25202.0,8063
29,5244.537015889173,192.0,111565.00561581967,121260.0465,2021-03-20,2021-02-21,11889.537015889173,6453.0,6645
30,5839.7007969622155,1060.0,117404.70641278189,122320.0465,2021-03-27,2021-02-28,12192.700796962215,7413.0,6353
31,3948.240042186546,2800.0,121352.94645496843,125120.0465,2021-04-03,2021-03-07,9423.240042186546,8275.0,5475
32,411.8989187143852,686.0,121764.84537368282,125806.0465,2021-04-10,2021-03-14,7003.898918714385,5906.0,6592
33,1718.3126577238882,1961.0,123483.15803140671,127767.0465,2021-04-17,2021-03-21,6457.312657723888,6700.0,4739
34,1238.0491529125857,3629.0,124721.2071843193,131396.0465,2021-04-24,2021-03-28,5949.049152912586,8340.0,4711
35,27.56448196416568,642.0,124748.77166628346,132038.0465,2021-05-01,2021-04-04,4616.564481964166,3947.0,4589
36,1661.8581859611204,4147.0,126410.62985224457,136185.0465,2021-05-08,2021-04-11,6145.85818596112,8631.0,4484
37,303.0890606199373,1078.1666666666706,126713.71891286451,137263.21316666665,2021-05-15,2021-04-18,4151.089060619937,4926.166666666671,3848
38,694.895625794561,264.0,127408.61453865908,137527.21316666665,2021-05-22,2021-04-25,4355.895625794561,3397.0,3661
39,7.979144821592854,169.0,127416.59368348068,137696.21316666665,2021-05-29,2021-05-02,4314.979144821593,4476.0,4307
