,error_euler,error_cdc_ensemble,cum_error_euler,cum_error_cdc_ensemble,target_prediction_date,prediction_made_date,euler_prediction_value,cdc_prediction_value,ground_truth_incidence
26,8303.0,4572.0,69284.0,72266.1115,2021-02-20,2021-01-31,20417,16686.0,12114
27,6375.0,5322.0,75659.0,77588.1115,2021-02-27,2021-02-07,19222,18169.0,12847
28,5002.0,14052.0,80661.0,91640.1115,2021-03-06,2021-02-14,16041,25091.0,11039
29,4329.0,666.0,84990.0,92306.1115,2021-03-13,2021-02-21,12392,7397.0,8063
30,6108.0,1077.0,91098.0,93383.1115,2021-03-20,2021-02-28,12753,7722.0,6645
31,4078.0,2911.0,95176.0,96294.1115,2021-03-27,2021-03-07,10431,9264.0,6353
32,2415.0,1147.0,97591.0,97441.1115,2021-04-03,2021-03-14,7890,6622.0,5475
33,143.0,232.0,97734.0,97673.1115,2021-04-10,2021-03-21,6735,6824.0,6592
34,1531.0,2270.0,99265.0,99943.1115,2021-04-17,2021-03-28,6270,7009.0,4739
35,413.0,455.5,99678.0,100398.6115,2021-04-24,2021-04-04,5124,4255.5,4711
36,1831.0,3575.0,101509.0,103973.6115,2021-05-01,2021-04-11,6420,8164.0,4589
37,132.0,777.8333333333294,101641.0,104751.44483333333,2021-05-08,2021-04-18,4616,5261.833333333329,4484
38,653.0,111.0,102294.0,104862.44483333333,2021-05-15,2021-04-25,4501,3737.0,3848
39,776.0,1055.0,103070.0,105917.44483333333,2021-05-22,2021-05-02,4437,4716.0,3661
40,57.0,681.0,103127.0,106598.44483333333,2021-05-29,2021-05-09,4250,4988.0,4307
41,601.0,751.0,103728.0,107349.44483333333,2021-06-05,2021-05-16,3713,2361.0,3112
42,1107.0,439.0,104835.0,107788.44483333333,2021-06-12,2021-05-23,3457,1911.0,2350
43,2011.0,1713.0,106846.0,109501.44483333333,2021-06-19,2021-05-30,4018,3720.0,2007
44,1083.0,585.0,107929.0,110086.44483333333,2021-06-26,2021-06-06,3114,1446.0,2031
45,559.0,409.0,108488.0,110495.44483333333,2021-07-03,2021-06-13,2148,1998.0,1589
46,359.0,189.0,108847.0,110684.44483333333,2021-07-10,2021-06-20,1900,1352.0,1541
47,165.0,152.0,109012.0,110836.44483333333,2021-07-17,2021-06-27,1846,1529.0,1681
48,323.0,166.0,109335.0,111002.44483333333,2021-07-24,2021-07-04,1484,1641.0,1807
49,919.0,148.5,110254.0,111150.94483333333,2021-07-31,2021-07-11,1531,2598.5,2450
50,1751.0,1399.5,112005.0,112550.44483333333,2021-08-07,2021-07-18,1628,1979.5,3379
51,2765.0,2143.0,114770.0,114693.44483333333,2021-08-14,2021-07-25,1707,2329.0,4472
52,4646.0,1093.0,119416.0,115786.44483333333,2021-08-21,2021-08-01,2406,5959.0,7052
53,5705.0,3109.0,125121.0,118895.44483333333,2021-08-28,2021-08-08,3145,5741.0,8850
54,6607.0,3734.0,131728.0,122629.44483333333,2021-09-04,2021-08-15,4159,7032.0,10766
55,5268.0,237.0,136996.0,122866.44483333333,2021-09-11,2021-08-22,6194,11699.0,11462
56,5941.0,621.0,142937.0,123487.44483333333,2021-09-18,2021-08-29,7778,13098.0,13719
57,4597.0,523.0,147534.0,124010.44483333333,2021-09-25,2021-09-05,9429,13503.0,14026
58,2003.0,382.0,149537.0,124392.44483333333,2021-10-02,2021-09-12,11199,13584.0,13202
59,681.0,2962.0,150218.0,127354.44483333333,2021-10-09,2021-09-19,11911,14192.0,11230
60,1118.0,1291.0,151336.0,128645.44483333333,2021-10-16,2021-09-26,12290,9881.0,11172
61,108.0,1161.0,151444.0,129806.44483333333,2021-10-23,2021-10-03,11397,10344.0,11505
62,696.0,984.0,152140.0,130790.44483333333,2021-10-30,2021-10-10,9739,8059.0,9043
63,2232.0,327.0,154372.0,131117.4448333333,2021-11-06,2021-10-17,10520,7961.0,8288
64,1729.0,279.0,156101.0,131396.4448333333,2021-11-13,2021-10-24,10003,7995.0,8274
65,1801.0,2633.0,157902.0,134029.4448333333,2021-11-27,2021-11-07,7223,8055.0,5422
66,4223.0,1192.0,162125.0,135221.4448333333,2021-12-04,2021-11-14,7247,10278.0,11470
67,1621.0,2315.0,163746.0,137536.4448333333,2021-12-11,2021-11-21,6766,10702.0,8387
68,3887.0,1421.0,167633.0,138957.4448333333,2021-12-18,2021-11-28,4397,6863.0,8284
69,61.0,2742.0,167694.0,141699.4448333333,2021-12-25,2021-12-05,9845,12526.0,9784
