,error_euler,error_cdc_ensemble,cum_error_euler,cum_error_cdc_ensemble,target_prediction_date,prediction_made_date,euler_prediction_value,cdc_prediction_value,ground_truth_incidence
0,544.0,2791.0,544.0,2791.0,2020-08-22,2020-08-02,6710,8957.0,6166
1,901.0,2228.0,1445.0,5019.0,2020-08-29,2020-08-09,6794,8121.0,5893
2,1175.0,2121.0,2620.0,7140.0,2020-09-05,2020-08-16,6612,7558.0,5437
3,1470.0,1194.0,4090.0,8334.0,2020-09-12,2020-08-23,6192,5916.0,4722
4,783.0,103.0,4873.0,8437.0,2020-09-19,2020-08-30,5900,5220.0,5117
5,265.0,243.0,5138.0,8680.0,2020-09-26,2020-09-06,5383,4875.0,5118
6,184.0,976.0,5322.0,9656.0,2020-10-03,2020-09-13,4802,3642.0,4618
7,247.0,1014.0,5569.0,10670.0,2020-10-10,2020-09-20,4964,3703.0,4717
8,235.0,458.0,5804.0,11128.0,2020-10-17,2020-09-27,5017,4324.0,4782
9,725.0,963.0,6529.0,12091.0,2020-10-24,2020-10-04,4646,4408.0,5371
10,863.0,602.0,7392.0,12693.0,2020-10-31,2020-10-11,4702,4963.0,5565
11,1923.0,1736.0,9315.0,14429.0,2020-11-07,2020-10-18,4847,5034.0,6770
12,2056.0,1976.0,11371.0,16405.0,2020-11-14,2020-10-25,5339,5419.0,7395
13,4548.0,3062.0,15919.0,19467.0,2020-11-21,2020-11-01,5546,7032.0,10094
14,2999.0,1757.0,18918.0,21224.0,2020-11-28,2020-11-08,6776,8018.0,9775
15,7241.0,4549.0,26159.0,25773.0,2020-12-05,2020-11-15,7424,10116.0,14665
16,5882.0,9263.0,32041.0,35036.0,2020-12-12,2020-11-22,10341,25486.0,16223
17,7762.0,7140.0,39803.0,42176.0,2020-12-19,2020-11-29,9753,10375.0,17515
18,58.0,4906.0,39861.0,47082.0,2020-12-26,2020-12-06,14756,19720.0,14814
19,1223.0,1437.6834999999992,41084.0,48519.6835,2021-01-02,2020-12-13,16323,18983.6835,17546
20,3346.0,3209.8489999999983,44430.0,51729.5325,2021-01-09,2020-12-20,17635,17771.151,20981
21,6969.0,7307.081,51399.0,59036.6135,2021-01-16,2020-12-27,14455,14116.919,21424
22,2772.0,2559.4979999999996,54171.0,61596.1115,2021-01-23,2021-01-03,17106,17318.502,19878
23,876.0,307.0,55047.0,61903.1115,2021-01-30,2021-01-10,21105,20536.0,20229
24,2057.0,2947.0,57104.0,64850.1115,2021-02-06,2021-01-17,21579,22469.0,19522
25,3877.0,2844.0,60981.0,67694.1115,2021-02-13,2021-01-24,20171,19138.0,16294
