,error_euler,error_cdc_ensemble,cum_error_euler,cum_error_cdc_ensemble,target_prediction_date,prediction_made_date,euler_prediction_value,cdc_prediction_value,ground_truth_incidence
36,1709.0,3060.0,73857.0,78887.9325,2021-04-24,2021-04-11,6420,7771.0,4711
37,27.0,872.6666666666706,73884.0,79760.59916666667,2021-05-01,2021-04-18,4616,5461.666666666671,4589
38,17.0,456.0,73901.0,80216.59916666667,2021-05-08,2021-04-25,4501,4028.0,4484
39,589.0,1150.0,74490.0,81366.59916666667,2021-05-15,2021-05-02,4437,4998.0,3848
40,589.0,1288.0,75079.0,82654.59916666667,2021-05-22,2021-05-09,4250,4949.0,3661
41,594.0,1440.0,75673.0,84094.59916666667,2021-05-29,2021-05-16,3713,2867.0,4307
42,345.0,680.0,76018.0,84774.59916666667,2021-06-05,2021-05-23,3457,2432.0,3112
43,1668.0,1504.0,77686.0,86278.59916666667,2021-06-12,2021-05-30,4018,3854.0,2350
44,1107.0,107.0,78793.0,86385.59916666667,2021-06-19,2021-06-06,3114,1900.0,2007
45,117.0,93.0,78910.0,86478.59916666667,2021-06-26,2021-06-13,2148,2124.0,2031
46,311.0,75.0,79221.0,86553.59916666667,2021-07-03,2021-06-20,1900,1514.0,1589
47,305.0,97.0,79526.0,86650.59916666667,2021-07-10,2021-06-27,1846,1638.0,1541
48,197.0,67.0,79723.0,86717.59916666667,2021-07-17,2021-07-04,1484,1614.0,1681
49,276.0,228.0,79999.0,86945.59916666667,2021-07-24,2021-07-11,1531,2035.0,1807
50,822.0,468.0,80821.0,87413.59916666667,2021-07-31,2021-07-18,1628,1982.0,2450
51,1672.0,1203.0,82493.0,88616.59916666667,2021-08-07,2021-07-25,1707,2176.0,3379
52,2066.0,7.0,84559.0,88623.59916666667,2021-08-14,2021-08-01,2406,4465.0,4472
53,3907.0,2197.0,88466.0,90820.59916666667,2021-08-21,2021-08-08,3145,4855.0,7052
54,4691.0,2548.0,93157.0,93368.59916666667,2021-08-28,2021-08-15,4159,6302.0,8850
55,4572.0,712.0,97729.0,94080.59916666667,2021-09-04,2021-08-22,6194,10054.0,10766
56,3684.0,20.0,101413.0,94100.59916666667,2021-09-11,2021-08-29,7778,11482.0,11462
57,4290.0,1129.0,105703.0,95229.59916666667,2021-09-18,2021-09-05,9429,12590.0,13719
58,2827.0,918.0,108530.0,96147.59916666667,2021-09-25,2021-09-12,11199,13108.0,14026
59,1291.0,759.0,109821.0,96906.59916666667,2021-10-02,2021-09-19,11911,13961.0,13202
60,1060.0,623.0,110881.0,97529.59916666667,2021-10-09,2021-09-26,12290,10607.0,11230
61,225.0,372.0,111106.0,97901.59916666667,2021-10-16,2021-10-03,11397,10800.0,11172
62,1766.0,2346.0,112872.0,100247.59916666667,2021-10-23,2021-10-10,9739,9159.0,11505
63,1477.0,365.0,114349.0,100612.59916666667,2021-10-30,2021-10-17,10520,8678.0,9043
64,1715.0,670.0,116064.0,101282.59916666667,2021-11-06,2021-10-24,10003,8958.0,8288
65,617.0,359.0,116681.0,101641.59916666667,2021-11-20,2021-11-07,7223,8199.0,7840
66,1825.0,3126.0,118506.0,104767.59916666667,2021-11-27,2021-11-14,7247,8548.0,5422
67,4704.0,1928.0,123210.0,106695.59916666667,2021-12-04,2021-11-21,6766,9542.0,11470
68,3990.0,1021.0,127200.0,107716.59916666667,2021-12-11,2021-11-28,4397,7366.0,8387
69,1561.0,2469.0,128761.0,110185.59916666667,2021-12-18,2021-12-05,9845,10753.0,8284
70,2446.0,1735.0,131207.0,111920.59916666667,2021-12-25,2021-12-12,7338,11519.0,9784
