,error_euler,error_cdc_ensemble,cum_error_euler,cum_error_cdc_ensemble,target_prediction_date,prediction_made_date,euler_prediction_value,cdc_prediction_value,ground_truth_incidence
0,124.83289921484902,1013.0,124.83289921484902,1013.0,2020-08-08,2020-08-02,6656.167100785151,7794.0,6781
1,236.17284714204925,1098.0,361.00574635689827,2111.0,2020-08-15,2020-08-09,6757.172847142049,7619.0,6521
2,417.2630994957308,1179.0,778.268845852629,3290.0,2020-08-22,2020-08-16,6583.263099495731,7345.0,6166
3,233.9296573446909,215.0,1012.19850319732,3505.0,2020-08-29,2020-08-23,6126.929657344691,6108.0,5893
4,408.45075556275515,503.0,1420.649258760075,4008.0,2020-09-05,2020-08-30,5845.450755562755,5940.0,5437
5,601.5799178598745,739.0,2022.2291766199496,4747.0,2020-09-12,2020-09-06,5323.5799178598745,5461.0,4722
6,323.2140622149018,640.0,2345.4432388348514,5387.0,2020-09-19,2020-09-13,4793.785937785098,4477.0,5117
7,225.59792203104644,648.0,2571.041160865898,6035.0,2020-09-26,2020-09-20,4892.402077968954,4470.0,5118
8,359.0210555052163,76.0,2930.062216371114,6111.0,2020-10-03,2020-09-27,4977.021055505216,4694.0,4618
9,119.65310258490354,11.0,3049.7153189560177,6122.0,2020-10-10,2020-10-04,4597.3468974150965,4706.0,4717
10,82.05159531246954,251.0,3131.766914268487,6373.0,2020-10-17,2020-10-11,4699.9484046875305,5033.0,4782
11,530.1377383850504,367.0,3661.9046526535376,6740.0,2020-10-24,2020-10-18,4840.86226161495,5004.0,5371
12,231.02424640707886,211.0,3892.9288990606165,6951.0,2020-10-31,2020-10-25,5333.975753592921,5354.0,5565
13,1239.350525070704,560.0,5132.27942413132,7511.0,2020-11-07,2020-11-01,5530.649474929296,6210.0,6770
14,617.5379590865577,465.0,5749.817383217878,7976.0,2020-11-14,2020-11-08,6777.462040913442,6930.0,7395
15,2657.625762647086,1809.0,8407.443145864963,9785.0,2020-11-21,2020-11-15,7436.374237352914,8285.0,10094
16,693.3626359530899,4003.0,9100.805781818053,13788.0,2020-11-28,2020-11-22,10468.36263595309,13778.0,9775
17,5068.333931089297,4388.0,14169.13971290735,18176.0,2020-12-05,2020-11-29,9596.666068910703,10277.0,14665
18,1269.2077777014747,1324.0,15438.347490608825,19500.0,2020-12-12,2020-12-06,14953.792222298525,14899.0,16223
19,1194.180967510083,2019.5200000000004,16632.528458118908,21519.52,2020-12-19,2020-12-13,16320.819032489917,15495.48,17515
20,2781.1399713076826,633.9080000000013,19413.66842942659,22153.428,2020-12-26,2020-12-20,17595.139971307683,15447.908000000001,14814
21,3439.28053690862,3501.9719999999998,22852.94896633521,25655.4,2021-01-02,2020-12-27,14106.71946309138,14044.028,17546
22,3924.992355070932,6236.219999999999,26777.941321406142,31891.620000000003,2021-01-09,2021-01-03,17056.00764492907,14744.78,20981
23,192.98947380135724,3570.0,26970.9307952075,35461.62,2021-01-16,2021-01-10,21231.010526198643,17854.0,21424
24,1557.5500889597897,2332.0,28528.48088416729,37793.62,2021-01-23,2021-01-17,21435.55008895979,22210.0,19878
25,82.60068299601699,846.0,28611.081567163306,38639.62,2021-01-30,2021-01-24,20146.399317003983,21075.0,20229
26,725.7782408758067,1703.0,29336.859808039113,40342.62,2021-02-06,2021-01-31,20247.778240875807,21225.0,19522
27,2702.59322160617,4029.0,32039.453029645283,44371.62,2021-02-13,2021-02-07,18996.59322160617,20323.0,16294
28,3597.985682323566,10683.0,35637.43871196885,55054.62,2021-02-20,2021-02-14,15711.985682323566,22797.0,12114
29,580.6157460277063,1562.0,36218.05445799655,56616.62,2021-02-27,2021-02-21,12266.384253972294,11285.0,12847
30,1573.9251992405534,892.0,37791.979657237105,57508.62,2021-03-06,2021-02-28,12612.925199240553,10147.0,11039
31,2116.0600105466365,3212.0,39908.03966778374,60720.62,2021-03-13,2021-03-07,10179.060010546636,11275.0,8063
32,1023.4747296785963,2190.0,40931.514397462335,62910.62,2021-03-20,2021-03-14,7668.474729678596,8835.0,6645
33,312.5781644309718,1275.0,41244.09256189331,64185.62,2021-03-27,2021-03-21,6665.578164430972,7628.0,6353
