,error_euler,error_cdc_ensemble,cum_error_euler,cum_error_cdc_ensemble,target_prediction_date,prediction_made_date,euler_prediction_value,cdc_prediction_value,ground_truth_incidence
0,382.50130235545294,2791.0,382.50130235545294,2791.0,2020-08-22,2020-08-02,6548.501302355453,8957.0,6166
1,790.5185414261477,2228.0,1173.0198437816007,5019.0,2020-08-29,2020-08-09,6683.518541426148,8121.0,5893
2,1088.7892984871924,2121.0,2261.809142268793,7140.0,2020-09-05,2020-08-16,6525.789298487192,7558.0,5437
3,1274.7889720340736,1194.0,3536.5981143028666,8334.0,2020-09-12,2020-08-23,5996.788972034074,5916.0,4722
4,619.3522666882636,103.0,4155.95038099113,8437.0,2020-09-19,2020-08-30,5736.352266688264,5220.0,5117
5,86.73975357962445,243.0,4242.690134570755,8680.0,2020-09-26,2020-09-06,5204.739753579624,4875.0,5118
6,159.35781335529373,976.0,4402.047947926048,9656.0,2020-10-03,2020-09-13,4777.357813355294,3642.0,4618
7,32.20623390686069,1014.0,4434.254181832909,10670.0,2020-10-10,2020-09-20,4749.206233906861,3703.0,4717
8,115.06316651564975,458.0,4549.317348348559,11128.0,2020-10-17,2020-09-27,4897.06316651565,4324.0,4782
9,870.9593077547106,963.0,5420.2766561032695,12091.0,2020-10-24,2020-10-04,4500.040692245289,4408.0,5371
10,869.1547859374086,602.0,6289.431442040678,12693.0,2020-10-31,2020-10-11,4695.845214062591,4963.0,5565
11,1941.4132151551512,1736.0,8230.84465719583,14429.0,2020-11-07,2020-10-18,4828.586784844849,5034.0,6770
12,2071.0727392212366,1976.0,10301.917396417066,16405.0,2020-11-14,2020-10-25,5323.927260778763,5419.0,7395
13,4594.051575212111,3062.0,14895.968971629176,19467.0,2020-11-21,2020-11-01,5499.948424787889,7032.0,10094
14,2994.6138772596732,1757.0,17890.58284888885,21224.0,2020-11-28,2020-11-08,6780.386122740327,8018.0,9775
15,7203.877287941257,4549.0,25094.46013683011,25773.0,2020-12-05,2020-11-15,7461.122712058743,10116.0,14665
16,5499.912092140732,9263.0,30594.37222897084,35036.0,2020-12-12,2020-11-22,10723.087907859268,25486.0,16223
17,8231.001793267891,7140.0,38825.37402223873,42176.0,2020-12-19,2020-11-29,9283.998206732109,10375.0,17515
18,535.3766668955777,4906.0,39360.75068913431,47082.0,2020-12-26,2020-12-06,15349.376666895578,19720.0,14814
19,1229.5429025302474,1437.6834999999992,40590.29359166455,48519.6835,2021-01-02,2020-12-13,16316.457097469753,18983.6835,17546
20,3465.5800860769523,3209.8489999999983,44055.8736777415,51729.5325,2021-01-09,2020-12-20,17515.419913923048,17771.151,20981
21,8013.841610725856,7307.081,52069.715288467356,59036.6135,2021-01-16,2020-12-27,13410.158389274144,14116.919,21424
22,2921.977065212799,2559.4979999999996,54991.692353680155,61596.1115,2021-01-23,2021-01-03,16956.0229347872,17318.502,19878
23,1254.0315785959283,307.0,56245.72393227609,61903.1115,2021-01-30,2021-01-10,21483.03157859593,20536.0,20229
