,error_euler,error_cdc_ensemble,cum_error_euler,cum_error_cdc_ensemble,target_prediction_date,prediction_made_date,euler_prediction_value,cdc_prediction_value,ground_truth_incidence
0,1750.5301249238755,1825.6536193598859,1750.5301249238755,1825.6536193598859,2020-07-04,2020-06-06,5094.5301249238755,5169.653619359886,3344
1,283.109893937165,539.6686589209421,2033.6400188610405,2365.322278280828,2020-07-11,2020-06-13,4671.890106062835,4415.331341079058,4955
2,1326.066664441264,1366.8468084649653,3359.7066833023046,3732.1690867457933,2020-07-18,2020-06-20,3727.933335558736,3687.1531915350347,5054
3,2440.684280883254,720.1906945114652,5800.390964185559,4452.359781257259,2020-07-25,2020-06-27,3558.315719116746,5278.809305488535,5999
4,3995.9935715301135,3032.1157984535703,9796.384535715672,7484.475579710829,2020-08-01,2020-07-04,3357.0064284698865,4320.88420154643,7353
5,1295.1426227008542,802.2129781280564,11091.527158416526,8286.688557838886,2020-08-08,2020-07-11,5485.857377299146,5978.787021871944,6781
6,1266.0190413089204,102.0,12357.546199725446,8388.688557838886,2020-08-15,2020-07-18,5254.98095869108,6419.0,6521
7,274.2265733149816,1032.0,12631.772773040428,9420.688557838886,2020-08-22,2020-07-25,6440.226573314982,7198.0,6166
8,1827.0294425118163,695.0,14458.802215552245,10115.688557838886,2020-08-29,2020-08-01,7720.029442511816,6588.0,5893
9,1537.3455864462512,1439.0,15996.147801998497,11554.688557838886,2020-09-05,2020-08-08,6974.345586446251,6876.0,5437
10,2038.0613373443775,853.0,18034.209139342875,12407.688557838886,2020-09-12,2020-08-15,6760.0613373443775,5575.0,4722
11,1160.9016530223507,828.0,19195.110792365223,13235.688557838886,2020-09-19,2020-08-22,6277.901653022351,5945.0,5117
12,925.1227491855789,176.0,20120.233541550802,13411.688557838886,2020-09-26,2020-08-29,6043.122749185579,5294.0,5118
13,898.0981130043592,691.0,21018.33165455516,14102.688557838886,2020-10-03,2020-09-05,5516.098113004359,5309.0,4618
14,240.78408810147994,167.0,21259.115742656642,14269.688557838886,2020-10-10,2020-09-12,4957.78408810148,4550.0,4717
15,481.7735315921227,198.0,21740.889274248766,14467.688557838886,2020-10-17,2020-09-19,5263.773531592123,4980.0,4782
16,33.91637197210275,364.0,21774.80564622087,14831.688557838886,2020-10-24,2020-09-26,5337.083628027897,5007.0,5371
17,857.0076766934244,750.0,22631.813322914295,15581.688557838886,2020-10-31,2020-10-03,4707.992323306576,4815.0,5565
18,1803.9816754045532,1631.0,24435.79499831885,17212.688557838886,2020-11-07,2020-10-10,4966.018324595447,5139.0,6770
19,2363.609649847156,1980.0,26799.404648166004,19192.688557838886,2020-11-14,2020-10-17,5031.390350152844,5415.0,7395
20,4367.521163306257,3568.0,31166.92581147226,22760.688557838886,2020-11-21,2020-10-24,5726.478836693743,6526.0,10094
21,3926.8951080617044,2741.0,35093.820919533966,25501.688557838886,2020-11-28,2020-10-31,5848.104891938296,7034.0,9775
22,7382.442813450579,6059.0,42476.263732984546,31560.688557838886,2020-12-05,2020-11-07,7282.557186549421,8606.0,14665
23,8396.757734750474,4828.0,50873.021467735016,36388.68855783889,2020-12-12,2020-11-14,7826.242265249525,11395.0,16223
24,6258.452473117932,1634.0,57131.47394085295,38022.68855783889,2020-12-19,2020-11-21,11256.547526882068,15881.0,17515
25,5329.9708805672635,1604.0,62461.44482142021,39626.68855783889,2020-12-26,2020-11-28,9484.029119432736,13210.0,14814
26,1365.2168209394058,644.0,63826.66164235962,40270.68855783889,2021-01-02,2020-12-05,16180.783179060594,18190.0,17546
27,3795.6594584685445,627.0,67622.32110082817,40897.68855783889,2021-01-09,2020-12-12,17185.340541531456,21608.0,20981
28,3115.222920597018,60.0,70737.54402142519,40957.68855783889,2021-01-16,2020-12-19,18308.777079402982,21484.0,21424
29,6101.190935088665,2302.0,76838.73495651386,43259.68855783889,2021-01-23,2020-12-26,13776.809064911335,17576.0,19878
30,1815.67119428562,2294.0,78654.40615079948,45553.68855783889,2021-01-30,2021-01-02,18414.32880571438,17936.0,20230
31,3205.0931676099644,2696.0,81859.49931840945,48249.68855783889,2021-02-06,2021-01-09,22727.093167609964,22218.0,19522
